model,version,table,field,ref_table,ref_field,name
omop,v5,condition_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_condition_visit
omop,v5,death,cause_concept_id,concept,concept_id,fpk_death_cause_concept
omop,v5,death,cause_source_concept_id,concept,concept_id,fpk_death_cause_concept_s
omop,v5,death,death_type_concept_id,concept,concept_id,fpk_death_type_concept
omop,v5,death,person_id,person,person_id,fpk_death_person
omop,v5,device_cost,currency_concept_id,concept,concept_id,fpk_device_cost_currency
omop,v5,device_cost,device_exposure_id,device_exposure,device_exposure_id,fpk_device_cost_id
omop,v5,device_cost,payer_plan_period_id,payer_plan_period,payer_plan_period_id,fpk_device_cost_period
omop,v5,device_exposure,device_concept_id,concept,concept_id,fpk_device_concept
omop,v5,device_exposure,device_source_concept_id,concept,concept_id,fpk_device_concept_s
omop,v5,device_exposure,device_type_concept_id,concept,concept_id,fpk_device_type_concept
omop,v5,device_exposure,person_id,person,person_id,fpk_device_person
omop,v5,device_exposure,provider_id,provider,provider_id,fpk_device_provider
omop,v5,device_exposure,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_device_visit
omop,v5,domain,domain_concept_id,concept,concept_id,fpk_domain_concept
omop,v5,dose_era,drug_concept_id,concept,concept_id,fpk_dose_era_concept
omop,v5,dose_era,person_id,person,person_id,fpk_dose_era_person
omop,v5,dose_era,unit_concept_id,concept,concept_id,fpk_dose_era_unit_concept
omop,v5,drug_cost,currency_concept_id,concept,concept_id,fpk_drug_cost_currency
omop,v5,drug_cost,drug_exposure_id,drug_exposure,drug_exposure_id,fpk_drug_cost_id
omop,v5,drug_cost,payer_plan_period_id,payer_plan_period,payer_plan_period_id,fpk_drug_cost_period
omop,v5,drug_era,drug_concept_id,concept,concept_id,fpk_drug_era_concept
omop,v5,drug_era,person_id,person,person_id,fpk_drug_era_person
omop,v5,drug_exposure,dose_unit_concept_id,concept,concept_id,fpk_drug_dose_unit_concept
omop,v5,drug_exposure,drug_concept_id,concept,concept_id,fpk_drug_concept
omop,v5,drug_exposure,drug_source_concept_id,concept,concept_id,fpk_drug_concept_s
omop,v5,drug_exposure,drug_type_concept_id,concept,concept_id,fpk_drug_type_concept
omop,v5,drug_exposure,person_id,person,person_id,fpk_drug_person
omop,v5,drug_exposure,provider_id,provider,provider_id,fpk_drug_provider
omop,v5,drug_exposure,route_concept_id,concept,concept_id,fpk_drug_route_concept
omop,v5,drug_exposure,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_drug_visit
omop,v5,drug_strength,amount_unit_concept_id,concept,concept_id,fpk_drug_strength_unit_1
omop,v5,drug_strength,denominator_unit_concept_id,concept,concept_id,fpk_drug_strength_unit_3
omop,v5,drug_strength,drug_concept_id,concept,concept_id,fpk_drug_strength_concept_1
omop,v5,drug_strength,ingredient_concept_id,concept,concept_id,fpk_drug_strength_concept_2
omop,v5,drug_strength,numerator_unit_concept_id,concept,concept_id,fpk_drug_strength_unit_2
omop,v5,fact_relationship,domain_concept_id_1,concept,concept_id,fpk_fact_domain_1
omop,v5,fact_relationship,domain_concept_id_2,concept,concept_id,fpk_fact_domain_2
omop,v5,fact_relationship,relationship_concept_id,concept,concept_id,fpk_fact_relationship
omop,v5,measurement,measurement_concept_id,concept,concept_id,fpk_measurement_concept
omop,v5,measurement,measurement_source_concept_id,concept,concept_id,fpk_measurement_concept_s
omop,v5,measurement,measurement_type_concept_id,concept,concept_id,fpk_measurement_type_concept
omop,v5,measurement,operator_concept_id,concept,concept_id,fpk_measurement_operator
omop,v5,measurement,person_id,person,person_id,fpk_measurement_person
omop,v5,measurement,provider_id,provider,provider_id,fpk_measurement_provider
omop,v5,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
omop,v5,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
omop,v5,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
omop,v5,note,note_type_concept_id,concept,concept_id,fpk_note_type_concept
omop,v5,note,person_id,person,person_id,fpk_note_person
omop,v5,note,provider_id,provider,provider_id,fpk_note_provider
omop,v5,note,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_note_visit
omop,v5,observation,observation_concept_id,concept,concept_id,fpk_observation_concept
omop,v5,observation,observation_source_concept_id,concept,concept_id,fpk_observation_concept_s
omop,v5,observation,observation_type_concept_id,concept,concept_id,fpk_observation_type_concept
omop,v5,observation,person_id,person,person_id,fpk_observation_person
omop,v5,observation,provider_id,provider,provider_id,fpk_observation_provider
omop,v5,observation,qualifier_concept_id,concept,concept_id,fpk_observation_qualifier
omop,v5,observation,unit_concept_id,concept,concept_id,fpk_observation_unit
omop,v5,observation,value_as_concept_id,concept,concept_id,fpk_observation_value
omop,v5,observation,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_observation_visit
omop,v5,observation_period,period_type_concept_id,concept,concept_id,fpk_observation_period_concept
omop,v5,observation_period,person_id,person,person_id,fpk_observation_period_person
omop,v5,payer_plan_period,person_id,person,person_id,fpk_payer_plan_period
omop,v5,person,care_site_id,care_site,care_site_id,fpk_person_care_site
omop,v5,person,ethnicity_concept_id,concept,concept_id,fpk_person_ethnicity_concept
omop,v5,person,ethnicity_source_concept_id,concept,concept_id,fpk_person_ethnicity_concept_s
omop,v5,person,gender_concept_id,concept,concept_id,fpk_person_gender_concept
omop,v5,person,gender_source_concept_id,concept,concept_id,fpk_person_gender_concept_s
omop,v5,person,location_id,location,location_id,fpk_person_location
omop,v5,person,provider_id,provider,provider_id,fpk_person_provider
omop,v5,person,race_concept_id,concept,concept_id,fpk_person_race_concept
omop,v5,person,race_source_concept_id,concept,concept_id,fpk_person_race_concept_s
omop,v5,procedure_cost,currency_concept_id,concept,concept_id,fpk_procedure_cost_currency
omop,v5,procedure_cost,payer_plan_period_id,payer_plan_period,payer_plan_period_id,fpk_procedure_cost_period
omop,v5,procedure_cost,procedure_occurrence_id,procedure_occurrence,procedure_occurrence_id,fpk_procedure_cost_id
omop,v5,procedure_cost,revenue_code_concept_id,concept,concept_id,fpk_procedure_cost_revenue
omop,v5,procedure_occurrence,modifier_concept_id,concept,concept_id,fpk_procedure_modifier
omop,v5,procedure_occurrence,person_id,person,person_id,fpk_procedure_person
omop,v5,procedure_occurrence,procedure_concept_id,concept,concept_id,fpk_procedure_concept
omop,v5,procedure_occurrence,procedure_source_concept_id,concept,concept_id,fpk_procedure_concept_s
omop,v5,procedure_occurrence,procedure_type_concept_id,concept,concept_id,fpk_procedure_type_concept
omop,v5,procedure_occurrence,provider_id,provider,provider_id,fpk_procedure_provider
omop,v5,procedure_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_procedure_visit
omop,v5,provider,care_site_id,care_site,care_site_id,fpk_provider_care_site
omop,v5,provider,gender_concept_id,concept,concept_id,fpk_provider_gender
omop,v5,provider,gender_source_concept_id,concept,concept_id,fpk_provider_gender_s
omop,v5,provider,specialty_concept_id,concept,concept_id,fpk_provider_specialty
omop,v5,provider,specialty_source_concept_id,concept,concept_id,fpk_provider_specialty_s
omop,v5,relationship,relationship_concept_id,concept,concept_id,fpk_relationship_concept
omop,v5,relationship,reverse_relationship_id,relationship,relationship_id,fpk_relationship_reverse
omop,v5,source_to_concept_map,source_concept_id,concept,concept_id,
omop,v5,source_to_concept_map,source_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_1
omop,v5,source_to_concept_map,target_concept_id,concept,concept_id,fpk_source_to_concept_map_c_1
omop,v5,source_to_concept_map,target_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_2
omop,v5,specimen,anatomic_site_concept_id,concept,concept_id,fpk_specimen_site_concept
omop,v5,specimen,disease_status_concept_id,concept,concept_id,fpk_specimen_status_concept
omop,v5,specimen,person_id,person,person_id,fpk_specimen_person
omop,v5,specimen,specimen_concept_id,concept,concept_id,fpk_specimen_concept
omop,v5,specimen,specimen_type_concept_id,concept,concept_id,fpk_specimen_type_concept
omop,v5,specimen,unit_concept_id,concept,concept_id,fpk_specimen_unit_concept
omop,v5,visit_cost,currency_concept_id,concept,concept_id,fpk_visit_cost_currency
omop,v5,visit_cost,payer_plan_period_id,payer_plan_period,payer_plan_period_id,fpk_visit_cost_period
omop,v5,visit_cost,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_cost_id
omop,v5,visit_occurrence,care_site_id,care_site,care_site_id,fpk_visit_care_site
omop,v5,visit_occurrence,person_id,person,person_id,fpk_visit_person
omop,v5,visit_occurrence,provider_id,provider,provider_id,fpk_visit_provider
omop,v5,visit_occurrence,visit_concept_id,concept,concept_id,fpk_visit_concept
omop,v5,visit_occurrence,visit_source_concept_id,concept,concept_id,fpk_visit_concept_s
omop,v5,visit_occurrence,visit_type_concept_id,concept,concept_id,fpk_visit_type_concept
omop,v5,vocabulary,vocabulary_concept_id,concept,concept_id,fpk_vocabulary_concept
