model,version,name,unique,table,field,order
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,start_date,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,concept_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,encounter_num,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,instance_num,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,nval_num,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,tval_char,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,valtype_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,modifier_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,valueflag_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,provider_id,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,quantity_num,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,units_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,end_date,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,location_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,confidence_num,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,update_date,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,download_date,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,import_date,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,sourcesystem_cd,asc
i2b2_pedsnet,v2,ix_observation_fact_patient_num_start_date_concept_cd_e_8e58,No,observation_fact,upload_id,asc
i2b2_pedsnet,v2,ix_concept_dimension_concept_path,No,concept_dimension,concept_path,asc
i2b2_pedsnet,v2,ix_concept_dimension_upload_id,No,concept_dimension,upload_id,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num,No,patient_dimension,patient_num,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__0f03,No,patient_dimension,patient_num,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__0f03,No,patient_dimension,vital_status_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__0f03,No,patient_dimension,birth_date,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__0f03,No,patient_dimension,death_date,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,patient_num,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,vital_status_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,birth_date,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,death_date,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,sex_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,age_in_years_num,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,language_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,race_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,marital_status_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,religion_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,zip_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_patient_num_vital_status_cd_birth__3ed3,No,patient_dimension,income_cd,asc
i2b2_pedsnet,v2,ix_patient_dimension_statecityzip_path_patient_num,No,patient_dimension,statecityzip_path,asc
i2b2_pedsnet,v2,ix_patient_dimension_statecityzip_path_patient_num,No,patient_dimension,patient_num,asc
i2b2_pedsnet,v2,ix_patient_dimension_upload_id,No,patient_dimension,upload_id,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num,No,visit_dimension,encounter_num,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num,No,visit_dimension,encounter_num,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num,No,visit_dimension,patient_num,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,encounter_num,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,patient_num,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,location_path,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,inout_cd,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,start_date,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,end_date,asc
i2b2_pedsnet,v2,ix_visit_dimension_encounter_num_patient_num_location_p_20cd,No,visit_dimension,length_of_stay,asc
i2b2_pedsnet,v2,ix_visit_dimension_sourcesystem_cd,No,visit_dimension,sourcesystem_cd,asc
i2b2_pedsnet,v2,ix_visit_dimension_start_date_end_date,No,visit_dimension,start_date,asc
i2b2_pedsnet,v2,ix_visit_dimension_start_date_end_date,No,visit_dimension,end_date,asc
i2b2_pedsnet,v2,ix_visit_dimension_upload_id,No,visit_dimension,upload_id,asc
i2b2_pedsnet,v2,ix_provider_dimension_provider_id_name_char,No,provider_dimension,provider_id,asc
i2b2_pedsnet,v2,ix_provider_dimension_provider_id_name_char,No,provider_dimension,name_char,asc
i2b2_pedsnet,v2,ix_provider_dimension_upload_id,No,provider_dimension,upload_id,asc
