model,version,table,field,ref_table,ref_field,name
pedsnet-split,v2.8,visit_occurrence,visit_concept_id,concept,concept_id,fpk_visit_concept
pedsnet-split,v2.8,visit_occurrence,visit_source_concept_id,concept,concept_id,fpk_visit_concept_s
pedsnet-split,v2.8,visit_occurrence,visit_type_concept_id,concept,concept_id,fpk_visit_type_concept
pedsnet-split,v2.8,visit_occurrence,admitting_source_concept_id,concept,concept_id,fpk_adm_src_concept
pedsnet-split,v2.8,visit_occurrence,discharge_to_concept_id,concept,concept_id,fpk_disch_concept
pedsnet-split,v2.8,visit_occurrence,preceding_visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_visit
pedsnet-split,v2.8,visit_payer,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_payer_visit
pedsnet-split,v2.8,vocabulary,vocabulary_concept_id,concept,concept_id,fpk_vocabulary_concept
pedsnet-split,v2.8,measurement_organism,organism_concept_id,concept,concept_id,fpk_meas_org_concept
pedsnet-split,v2.8,measurement_organism,labs_measurement_id,measurement_labs,labs_measurement_id,fpk_meas_org_meas
pedsnet-split,v2.8,measurement_organism,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_meas_org_visit
pedsnet-split,v2.8,measurement_organism,person_id,person,person_id,fpk_meas_org_person
pedsnet-split,v2.8,adt_occurrence,service_concept_id,concept,concept_id,fpk_adt_ser_concept
pedsnet-split,v2.8,adt_occurrence,adt_type_concept_id,concept,concept_id,fpk_adt_type_concept
pedsnet-split,v2.8,adt_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_adt_occ_visit
pedsnet-split,v2.8,adt_occurrence,person_id,person,person_id,fpk_adt_occ_person
pedsnet-split,v2.8,adt_occurrence,care_site_id,care_site,care_site_id,fpk_adt_occ_caresite
pedsnet-split,v2.8,drug_era,drug_concept_id,concept,concept_id,fpk_drug_era_d_concept
pedsnet-split,v2.8,drug_era,person_id,person,person_id,fpk_drug_era_person
pedsnet-split,v2.8,dose_era,person_id,person,person_id,fpk_dose_era_person
pedsnet-split,v2.8,dose_era,drug_concept_id,concept,concept_id,fpk_dose_era_d_concept
pedsnet-split,v2.8,dose_era,unit_concept_id,concept,concept_id,fpk_dose_era_u_concept
pedsnet-split,v2.8,condition_era,condition_concept_id,concept,concept_id,fpk_cond_era_c_concept
pedsnet-split,v2.8,condition_era,person_id,person,person_id,fpk_cond_era_person
pedsnet-split,v2.8,immunization,imm_dose_unit_concept_id,concept,concept_id,fpk_imm_dose_unit_concept
pedsnet-split,v2.8,immunization,immunization_concept_id,concept,concept_id,fpk_imm_concept
pedsnet-split,v2.8,immunization,immunization_source_concept_id,concept,concept_id,fpk_imm_concept_s
pedsnet-split,v2.8,immunization,person_id,person,person_id,fpk_imm_person
pedsnet-split,v2.8,immunization,provider_id,provider,provider_id,fpk_imm_provider
pedsnet-split,v2.8,immunization,imm_route_concept_id,concept,concept_id,fpk_imm_route_concept
