target_model,target_version,target_table,target_field,source_model,source_version,source_table,source_field,comment
pedsnet,2.0.0,drug_exposure,provider_id,omop,5.0.0,drug_exposure,provider_id,
pedsnet,2.0.0,drug_exposure,quantity,omop,5.0.0,drug_exposure,quantity,
pedsnet,2.0.0,drug_exposure,refills,omop,5.0.0,drug_exposure,refills,
pedsnet,2.0.0,drug_exposure,route_concept_id,omop,5.0.0,drug_exposure,route_concept_id,
pedsnet,2.0.0,drug_exposure,route_source_value,omop,5.0.0,drug_exposure,route_source_value,
pedsnet,2.0.0,drug_exposure,sig,omop,5.0.0,drug_exposure,sig,
pedsnet,2.0.0,drug_exposure,stop_reason,omop,5.0.0,drug_exposure,stop_reason,
pedsnet,2.0.0,drug_exposure,visit_occurrence_id,omop,5.0.0,drug_exposure,visit_occurrence_id,
pedsnet,2.0.0,fact_relationship,domain_concept_id_1,omop,5.0.0,fact_relationship,domain_concept_id_1,
pedsnet,2.0.0,fact_relationship,domain_concept_id_2,omop,5.0.0,fact_relationship,domain_concept_id_2,
pedsnet,2.0.0,fact_relationship,fact_id_1,omop,5.0.0,fact_relationship,fact_id_1,
pedsnet,2.0.0,fact_relationship,fact_id_2,omop,5.0.0,fact_relationship,fact_id_2,
pedsnet,2.0.0,fact_relationship,relationship_concept_id,omop,5.0.0,fact_relationship,relationship_concept_id,
pedsnet,2.0.0,location,address_1,omop,5.0.0,location,address_1,
pedsnet,2.0.0,location,address_2,omop,5.0.0,location,address_2,
pedsnet,2.0.0,location,city,omop,5.0.0,location,city,
pedsnet,2.0.0,location,county,omop,5.0.0,location,county,
pedsnet,2.0.0,location,location_id,omop,5.0.0,location,location_id,
pedsnet,2.0.0,location,location_source_value,omop,5.0.0,location,location_source_value,
pedsnet,2.0.0,location,state,omop,5.0.0,location,state,
pedsnet,2.0.0,location,zip,omop,5.0.0,location,zip,
pedsnet,2.0.0,measurement,measurement_concept_id,omop,5.0.0,measurement,measurement_concept_id,
pedsnet,2.0.0,measurement,measurement_date,omop,5.0.0,measurement,measurement_date,
pedsnet,2.0.0,measurement,measurement_id,omop,5.0.0,measurement,measurement_id,
pedsnet,2.0.0,measurement,measurement_source_concept_id,omop,5.0.0,measurement,measurement_source_concept_id,
pedsnet,2.0.0,measurement,measurement_source_value,omop,5.0.0,measurement,measurement_source_value,
pedsnet,2.0.0,measurement,measurement_time,omop,5.0.0,measurement,measurement_time,
pedsnet,2.0.0,measurement,measurement_type_concept_id,omop,5.0.0,measurement,measurement_type_concept_id,
pedsnet,2.0.0,measurement,operator_concept_id,omop,5.0.0,measurement,operator_concept_id,
pedsnet,2.0.0,measurement,person_id,omop,5.0.0,measurement,person_id,
pedsnet,2.0.0,measurement,provider_id,omop,5.0.0,measurement,provider_id,
pedsnet,2.0.0,measurement,range_high,omop,5.0.0,measurement,range_high,
pedsnet,2.0.0,measurement,range_low,omop,5.0.0,measurement,range_low,
pedsnet,2.0.0,measurement,unit_concept_id,omop,5.0.0,measurement,unit_concept_id,
pedsnet,2.0.0,measurement,unit_source_value,omop,5.0.0,measurement,unit_source_value,
pedsnet,2.0.0,measurement,value_as_concept_id,omop,5.0.0,measurement,value_as_concept_id,
pedsnet,2.0.0,measurement,value_as_number,omop,5.0.0,measurement,value_as_number,
pedsnet,2.0.0,measurement,value_source_value,omop,5.0.0,measurement,value_source_value,
pedsnet,2.0.0,measurement,visit_occurrence_id,omop,5.0.0,measurement,visit_occurrence_id,
pedsnet,2.0.0,observation,observation_concept_id,omop,5.0.0,observation,observation_concept_id,
pedsnet,2.0.0,observation,observation_date,omop,5.0.0,observation,observation_date,
pedsnet,2.0.0,observation,observation_id,omop,5.0.0,observation,observation_id,
pedsnet,2.0.0,observation,observation_source_concept_id,omop,5.0.0,observation,observation_source_concept_id,
pedsnet,2.0.0,observation,observation_source_value,omop,5.0.0,observation,observation_source_value,
pedsnet,2.0.0,observation,observation_time,omop,5.0.0,observation,observation_time,
pedsnet,2.0.0,observation,observation_type_concept_id,omop,5.0.0,observation,observation_type_concept_id,
pedsnet,2.0.0,observation,person_id,omop,5.0.0,observation,person_id,
pedsnet,2.0.0,observation,provider_id,omop,5.0.0,observation,provider_id,
pedsnet,2.0.0,observation,qualifier_concept_id,omop,5.0.0,observation,qualifier_concept_id,
pedsnet,2.0.0,observation,qualifier_source_value,omop,5.0.0,observation,qualifier_source_value,
pedsnet,2.0.0,observation,unit_concept_id,omop,5.0.0,observation,unit_concept_id,
pedsnet,2.0.0,observation,unit_source_value,omop,5.0.0,observation,unit_source_value,
pedsnet,2.0.0,observation,value_as_concept_id,omop,5.0.0,observation,value_as_concept_id,
pedsnet,2.0.0,observation,value_as_number,omop,5.0.0,observation,value_as_number,
pedsnet,2.0.0,observation,value_as_string,omop,5.0.0,observation,value_as_string,
pedsnet,2.0.0,observation,visit_occurrence_id,omop,5.0.0,observation,visit_occurrence_id,
pedsnet,2.0.0,observation_period,observation_period_end_date,omop,5.0.0,observation_period,observation_period_end_date,
pedsnet,2.0.0,observation_period,observation_period_id,omop,5.0.0,observation_period,observation_period_id,
pedsnet,2.0.0,observation_period,observation_period_start_date,omop,5.0.0,observation_period,observation_period_start_date,
pedsnet,2.0.0,observation_period,person_id,omop,5.0.0,observation_period,person_id,
pedsnet,2.0.0,person,care_site_id,omop,5.0.0,person,care_site_id,
pedsnet,2.0.0,person,day_of_birth,omop,5.0.0,person,day_of_birth,
pedsnet,2.0.0,person,ethnicity_concept_id,omop,5.0.0,person,ethnicity_concept_id,
pedsnet,2.0.0,person,ethnicity_source_value,omop,5.0.0,person,ethnicity_source_value,
pedsnet,2.0.0,person,gender_concept_id,omop,5.0.0,person,gender_concept_id,
pedsnet,2.0.0,person,gender_source_value,omop,5.0.0,person,gender_source_value,
pedsnet,2.0.0,person,location_id,omop,5.0.0,person,location_id,
pedsnet,2.0.0,person,month_of_birth,omop,5.0.0,person,month_of_birth,
pedsnet,2.0.0,person,person_id,omop,5.0.0,person,person_id,
pedsnet,2.0.0,person,person_source_value,omop,5.0.0,person,person_source_value,
pedsnet,2.0.0,person,provider_id,omop,5.0.0,person,provider_id,
pedsnet,2.0.0,person,race_concept_id,omop,5.0.0,person,race_concept_id,
pedsnet,2.0.0,person,race_source_value,omop,5.0.0,person,race_source_value,
pedsnet,2.0.0,person,time_of_birth,omop,5.0.0,person,time_of_birth,
pedsnet,2.0.0,person,year_of_birth,omop,5.0.0,person,year_of_birth,
pedsnet,2.0.0,procedure_occurrence,modifier_concept_id,omop,5.0.0,procedure_occurrence,modifier_concept_id,
pedsnet,2.0.0,procedure_occurrence,person_id,omop,5.0.0,procedure_occurrence,person_id,
pedsnet,2.0.0,procedure_occurrence,procedure_concept_id,omop,5.0.0,procedure_occurrence,procedure_concept_id,
pedsnet,2.0.0,procedure_occurrence,procedure_date,omop,5.0.0,procedure_occurrence,procedure_date,
pedsnet,2.0.0,procedure_occurrence,procedure_occurrence_id,omop,5.0.0,procedure_occurrence,procedure_occurrence_id,
pedsnet,2.0.0,procedure_occurrence,procedure_source_concept_id,omop,5.0.0,procedure_occurrence,procedure_source_concept_id,
pedsnet,2.0.0,procedure_occurrence,procedure_source_value,omop,5.0.0,procedure_occurrence,procedure_source_value,
pedsnet,2.0.0,procedure_occurrence,procedure_type_concept_id,omop,5.0.0,procedure_occurrence,procedure_type_concept_id,
pedsnet,2.0.0,procedure_occurrence,provider_id,omop,5.0.0,procedure_occurrence,provider_id,
pedsnet,2.0.0,procedure_occurrence,quantity,omop,5.0.0,procedure_occurrence,quantity,
pedsnet,2.0.0,procedure_occurrence,visit_occurrence_id,omop,5.0.0,procedure_occurrence,visit_occurrence_id,
pedsnet,2.0.0,provider,care_site_id,omop,5.0.0,provider,care_site_id,
pedsnet,2.0.0,provider,dea,omop,5.0.0,provider,dea,
pedsnet,2.0.0,provider,gender_concept_id,omop,5.0.0,provider,gender_concept_id,
pedsnet,2.0.0,provider,gender_source_value,omop,5.0.0,provider,gender_source_value,
pedsnet,2.0.0,provider,npi,omop,5.0.0,provider,npi,
pedsnet,2.0.0,provider,provider_id,omop,5.0.0,provider,provider_id,
pedsnet,2.0.0,provider,provider_name,omop,5.0.0,provider,provider_name,
pedsnet,2.0.0,provider,provider_source_value,omop,5.0.0,provider,provider_source_value,
pedsnet,2.0.0,provider,specialty_concept_id,omop,5.0.0,provider,specialty_concept_id,
pedsnet,2.0.0,provider,specialty_source_value,omop,5.0.0,provider,specialty_source_value,
pedsnet,2.0.0,provider,year_of_birth,omop,5.0.0,provider,year_of_birth,
pedsnet,2.0.0,visit_occurrence,person_id,omop,5.0.0,visit_occurrence,person_id,
pedsnet,2.0.0,visit_occurrence,provider_id,omop,5.0.0,visit_occurrence,provider_id,
pedsnet,2.0.0,visit_occurrence,visit_concept_id,omop,5.0.0,visit_occurrence,visit_concept_id,
pedsnet,2.0.0,visit_occurrence,visit_end_date,omop,5.0.0,visit_occurrence,visit_end_date,
pedsnet,2.0.0,visit_occurrence,visit_end_time,omop,5.0.0,visit_occurrence,visit_end_time,
pedsnet,2.0.0,visit_occurrence,visit_occurrence_id,omop,5.0.0,visit_occurrence,visit_occurrence_id,
pedsnet,2.0.0,visit_occurrence,visit_source_concept_id,omop,5.0.0,visit_occurrence,visit_source_concept_id,
pedsnet,2.0.0,visit_occurrence,visit_source_value,omop,5.0.0,visit_occurrence,visit_source_value,
pedsnet,2.0.0,visit_occurrence,visit_start_date,omop,5.0.0,visit_occurrence,visit_start_date,
pedsnet,2.0.0,visit_occurrence,visit_start_time,omop,5.0.0,visit_occurrence,visit_start_time,
