model,version,table,field,ref_table,ref_field,name
pedsnet,v2,observation,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_observation_visit
pedsnet,v2,observation_period,period_type_concept_id,concept,concept_id,fpk_observation_period_concept
pedsnet,v2,observation_period,person_id,person,person_id,fpk_observation_period_person
pedsnet,v2,person,care_site_id,care_site,care_site_id,fpk_person_care_site
pedsnet,v2,person,ethnicity_concept_id,concept,concept_id,fpk_person_ethnicity_concept
pedsnet,v2,person,ethnicity_source_concept_id,concept,concept_id,fpk_person_ethnicity_concept_s
pedsnet,v2,person,gender_concept_id,concept,concept_id,fpk_person_gender_concept
pedsnet,v2,person,gender_source_concept_id,concept,concept_id,fpk_person_gender_concept_s
pedsnet,v2,person,location_id,location,location_id,fpk_person_location
pedsnet,v2,person,provider_id,provider,provider_id,fpk_person_provider
pedsnet,v2,person,race_concept_id,concept,concept_id,fpk_person_race_concept
pedsnet,v2,person,race_source_concept_id,concept,concept_id,fpk_person_race_concept_s
pedsnet,v2,procedure_occurrence,modifier_concept_id,concept,concept_id,fpk_procedure_modifier
pedsnet,v2,procedure_occurrence,person_id,person,person_id,fpk_procedure_person
pedsnet,v2,procedure_occurrence,procedure_concept_id,concept,concept_id,fpk_procedure_concept
pedsnet,v2,procedure_occurrence,procedure_source_concept_id,concept,concept_id,fpk_procedure_concept_s
pedsnet,v2,procedure_occurrence,procedure_type_concept_id,concept,concept_id,fpk_procedure_type_concept
pedsnet,v2,procedure_occurrence,provider_id,provider,provider_id,fpk_procedure_provider
pedsnet,v2,procedure_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_procedure_visit
pedsnet,v2,provider,care_site_id,care_site,care_site_id,fpk_provider_care_site
pedsnet,v2,provider,gender_concept_id,concept,concept_id,fpk_provider_gender
pedsnet,v2,provider,gender_source_concept_id,concept,concept_id,fpk_provider_gender_s
pedsnet,v2,provider,specialty_concept_id,concept,concept_id,fpk_provider_specialty
pedsnet,v2,provider,specialty_source_concept_id,concept,concept_id,fpk_provider_specialty_s
pedsnet,v2,visit_occurrence,care_site_id,care_site,care_site_id,fpk_visit_care_site
pedsnet,v2,visit_occurrence,person_id,person,person_id,fpk_visit_person
pedsnet,v2,visit_occurrence,provider_id,provider,provider_id,fpk_visit_provider
pedsnet,v2,visit_occurrence,visit_concept_id,concept,concept_id,fpk_visit_concept
pedsnet,v2,visit_occurrence,visit_source_concept_id,concept,concept_id,fpk_visit_concept_s
pedsnet,v2,visit_occurrence,visit_type_concept_id,concept,concept_id,fpk_visit_type_concept
pedsnet,v2,vocabulary,vocabulary_concept_id,concept,concept_id,fpk_vocabulary_concept
