model,version,table,field,required,ref_table,ref_field,data_format,replicated,unit_of_measure,value_set,value_description,description
pcornet,v7.0,private_demographic,pat_pref_language_spoken,NO,,,,NO,,AAR;ABK;ACE;ACH;ADA;ADY;AFR;AIN;AKA;ALE;ALT;AMH;ANP;ARA;ARG;ARN;ARP;ARW;ASM;AST;AVA;AWA;AYM;AZE;BAK;BAL;BAM;BAN;BAS;BEJ;BEL;BEM;BEN;BHO;BIK;BIN;BIS;BLA;BOD;BOS;BRA;BRE;BUA;BUG;BUL;BYN;CAD;CAR;CAT;CEB;CES;CHA;CHE;CHK;CHM;CHN;CHO;CHP;CHR;CHV;CHY;COR;COS;CRE;CRH;CSB;CYM;DAK;DAN;DAR;DEL;DEN;DEU;DGR;DIN;DIV;DOI;DSB;DUA;DYU;DZO;EFI;EKA;ELL;ENG;EST;EUS;EWE;EWO;FAN;FAO;FAS;FAT;FIJ;FIL;FIN;FON;FRA;FRR;FRS;FRY;FUL;FUR;GAA;GAY;GBA;GIL;GLA;GLE;GLG;GLV;GON;GOR;GRB;GRN;GSW;GUJ;GWI;HAI;HAT;HAU;HAW;HEB;HER;HIL;HIN;HMN;HMO;HRV;HSB;HUN;HUP;HYE;IBA;IBO;III;IKU;ILO;IND;INH;IPK;ISL;ITA;JAV;JPN;JPR;JRB;KAA;KAB;KAC;KAL;KAM;KAN;KAS;KAT;KAU;KAZ;KBD;KHA;KHM;KIK;KIN;KIR;KMB;KOK;KOM;KON;KOR;KOS;KPE;KRC;KRL;KRU;KUA;KUM;KUR;KUT;LAD;LAH;LAM;LAO;LAV;LEZ;LIM;LIN;LIT;LOL;LOZ;LTZ;LUA;LUB;LUG;LUI;LUN;LUO;LUS;MAD;MAG;MAH;MAI;MAK;MAL;MAN;MAR;MAS;MDF;MDR;MEN;MIC;MIN;MKD;MLG;MLT;MNC;MNI;MOH;MON;MOS;MRI;MSA;MUS;MWL;MWR;MYA;MYV;NAP;NAU;NAV;NBL;NDE;NDO;NDS;NEP;NEW;NIA;NIU;NLD;NNO;NOB;NOG;NOR;NQO;NSO;NYA;NYM;NYN;NYO;NZI;OCI;OJI;ORI;ORM;OSA;OSS;PAG;PAM;PAN;PAP;PAU;POL;PON;POR;PUS;QUE;RAJ;RAP;RAR;ROH;ROM;RON;RUN;RUP;RUS;SAD;SAG;SAH;SAS;SAT;SCN;SCO;SEL;SHN;SID;SIN;SLK;SLV;SMA;SME;SMJ;SMN;SMO;SMS;SNA;SND;SNK;SOM;SOT;SPA;SQI;SRD;SRN;SRP;SRR;SSW;SUK;SUN;SUS;SWA;SWE;SYR;TAH;TAM;TAT;TEL;TEM;TER;TET;TGK;TGL;THA;TIG;TIR;TIV;TKL;TLI;TMH;TOG;TON;TPI;TSI;TSN;TSO;TUK;TUM;TUR;TVL;TWI;TYV;UDM;UIG;UKR;UMB;URD;UZB;VAI;VEN;VIE;VOT;WAL;WAR;WAS;WLN;WOL;XAL;XHO;YAO;YAP;YID;YOR;ZAP;ZEN;ZGH;ZHA;ZHO;ZUL;ZUN;ZZA;NI;UN;OT, AAR = Afar  ABK = Abkhazian  ACE = Achinese  ACH = Acoli  ADA = Adangme  ADY = Adyghe; Adygei  AFR = Afrikaans  AIN = Ainu  AKA = Akan  ALE = Aleut  ALT = Southern Altai  AMH = Amharic  ANP = Angika  ARA = Arabic  ARG = Aragonese  ARN = Mapudungun; Mapuche  ARP = Arapaho  ARW = Arawak  ASM = Assamese  AST = Asturian; Bable; Leonese; Asturleonese  AVA = Avaric  AWA = Awadhi  AYM = Aymara  AZE = Azerbaijani  BAK = Bashkir  BAL = Baluchi  BAM = Bambara  BAN = Balinese  BAS = Basa  BEJ = Beja; Bedawiyet  BEL = Belarusian  BEM = Bemba  BEN = Bengali  BHO = Bhojpuri  BIK = Bikol  BIN = Bini; Edo  BIS = Bislama  BLA = Siksika  BOD = Tibetan  BOS = Bosnian  BRA = Braj  BRE = Breton  BUA = Buriat  BUG = Buginese  BUL = Bulgarian  BYN = Bilin; Blin  CAD = Caddo  CAR = Galibi Carib  CAT = Catalan; Valencian  CEB = Cebuano  CES = Czech  CHA = Chamorro  CHE = Chechen  CHK = Chuukese  CHM = Mari  CHN = Chinook jargon  CHO = Choctaw  CHP = Chipewyan; Dene Suline  CHR = Cherokee  CHV = Chuvash  CHY = Cheyenne  COR = Cornish  COS = Corsican  CRE = Cree  CRH = Crimean Tatar; Crimean Turkish  CSB = Kashubian  CYM = Welsh  DAK = Dakota  DAN = Danish  DAR = Dargwa  DEL = Delaware  DEN = Slave (Athapascan)  DEU = German  DGR = Dogrib  DIN = Dinka  DIV = Dhivehi; Dhivehi; Maldivian  DOI = Dogri  DSB = Lower Sorbian  DUA = Duala  DYU = Dyula  DZO = Dzongkha  EFI = Efik  EKA = Ekajuk  ELL = Modern Greek (1453–)  ENG = English  EST = Estonian  EUS = Basque  EWE = Ewe  EWO = Ewondo  FAN = Fang  FAO = Faroese  FAS = Persian  FAT = Fanti  FIJ = Fijian  FIL = Filipino; Pilipino  FIN = Finnish  FON = Fon  FRA = French  FRR = Northern Frisian  FRS = Eastern Frisian  FRY = Western Frisian  FUL = Fulah  FUR = Friulian  GAA = Ga  GAY = Gayo  GBA = Gbaya  GIL = Gilbertese  GLA = Gaelic; Scottish Gaelic  GLE = Irish  GLG = Galician  GLV = Manx  GON = Gondi  GOR = Gorontalo  GRB = Grebo  GRN = Guarani  GSW = Swiss German; Alemannic; Alsatian  GUJ = Gujarati  GWI = Gwich_in  HAI = Haida  HAT = Haitian; Haitian Creole  HAU = Hausa  HAW = Hawaiian  HEB = Hebrew  HER = Herero  HIL = Hiligaynon  HIN = Hindi  HMN = Hmong; Mong  HMO = Hiri Motu  HRV = Croatian  HSB = Upper Sorbian  HUN = Hungarian  HUP = Hupa  HYE = Armenian  IBA = Iban  IBO = Igbo  III = Sichuan Yi; Nuosu  IKU = Inuktitut  ILO = Iloko  IND = Indonesian  INH = Ingush  IPK = Inupiaq  ISL = Icelandic  ITA = Italian  JAV = Javanese  JPN = Japanese  JPR = Judeo-Persian  JRB = Judeo-Arabic  KAA = Kara-Kalpak  KAB = Kabyle  KAC = Kachin; Jingpho  KAL = Kalaallisut; Greenlandic  KAM = Kamba  KAN = Kannada  KAS = Kashmiri  KAT = Georgian  KAU = Kanuri  KAZ = Kazakh  KBD = Kabardian  KHA = Khasi  KHM = Central Khmer  KIK = Kikuyu; Gikuyu  KIN = Kinyarwanda  KIR = Kirghiz; Kyrgyz  KMB = Kimbundu  KOK = Konkani  KOM = Komi  KON = Kongo  KOR = Korean  KOS = Kosraean  KPE = Kpelle  KRC = Karachay-Balkar  KRL = Karelian  KRU = Kurukh  KUA = Kuanyama; Kwanyama  KUM = Kumyk  KUR = Kurdish  KUT = Kutenai  LAD = Ladino  LAH = Lahnda  LAM = Lamba  LAO = Lao  LAV = Latvian  LEZ = Lezghian  LIM = Limburgan; Limburger; Limburgish  LIN = Lingala  LIT = Lithuanian  LOL = Mongo  LOZ = Lozi  LTZ = Luxembourgish; Letzeburgesch  LUA = Luba-Lulua  LUB = Luba-Katanga  LUG = Ganda  LUI = Luiseno  LUN = Lunda  LUO = Luo (Kenya and Tanzania)  LUS = Lushai  MAD = Madurese  MAG = Magahi  MAH = Marshallese  MAI = Maithili  MAK = Makasar  MAL = Malayalam  MAN = Mandingo  MAR = Marathi  MAS = Masai  MDF = Moksha  MDR = Mandar  MEN = Mende  MIC = Mi'kmaq; Micmac  MIN = Minangkabau  MKD = Macedonian  MLG = Malagasy  MLT = Maltese  MNC = Manchu  MNI = Manipuri  MOH = Mohawk  MON = Mongolian  MOS = Mossi  MRI = Maori  MSA = Malay  MUS = Creek  MWL = Mirandese  MWR = Marwari  MYA = Burmese  MYV = Erzya  NAP = Neapolitan  NAU = Nauru  NAV = Navajo; Navaho  NBL = South Ndebele  NDE = North Ndebele  NDO = Ndonga  NDS = Low German; Low Saxon  NEP = Nepali  NEW = Nepal Bhasa; Newari  NIA = Nias  NIU = Niuean  NLD = Dutch; Flemish  NNO = Norwegian Nynorsk  NOB = Norwegian Bokmål  NOG = Nogai  NOR = Norwegian  NQO = N'Ko  NSO = Pedi; Sepedi; Northern Sotho  NYA = Chichewa; Chewa; Nyanja  NYM = Nyamwezi  NYN = Nyankole  NYO = Nyoro  NZI = Nzima  OCI = Occitan (post 1500)  OJI = Ojibwa  ORI = Oriya  ORM = Oromo  OSA = Osage  OSS = Ossetian; Ossetic  PAG = Pangasinan  PAM = Pampanga; Kapampangan  PAN = Panjabi; Punjabi  PAP = Papiamento  PAU = Palauan  POL = Polish  PON = Pohnpeian  POR = Portuguese  PUS = Pushto; Pashto  QUE = Quechua  RAJ = Rajasthani  RAP = Rapanui  RAR = Rarotongan; Cook Islands Maori  ROH = Romansh  ROM = Romany  RON = Romanian; Moldavian; Moldovan  RUN = Rundi  RUP = Aromanian; Arumanian; Macedo-Romanian  RUS = Russian  SAD = Sandawe  SAG = Sango  SAH = Yakut  SAS = Sasak  SAT = Santali  SCN = Sicilian  SCO = Scots  SEL = Selkup  SHN = Shan  SID = Sidamo  SIN = Sinhala; Sinhalese  SLK = Slovak  SLV = Slovenian  SMA = Southern Sami  SME = Northern Sami  SMJ = Lule Sami  SMN = Inari Sami  SMO = Samoan  SMS = Skolt Sami  SNA = Shona  SND = Sindhi  SNK = Soninke  SOM = Somali  SOT = Southern Sotho  SPA = Spanish; Castilian  SQI = Albanian  SRD = Sardinian  SRN = Sranan Tongo  SRP = Serbian  SRR = Serer  SSW = Swati  SUK = Sukuma  SUN = Sundanese  SUS = Susu  SWA = Swahili  SWE = Swedish  SYR = Syriac  TAH = Tahitian  TAM = Tamil  TAT = Tatar  TEL = Telugu  TEM = Timne  TER = Tereno  TET = Tetum  TGK = Tajik  TGL = Tagalog  THA = Thai  TIG = Tigre  TIR = Tigrinya  TIV = Tiv  TKL = Tokelau  TLI = Tlingit  TMH = Tamashek  TOG = Tonga (Nyasa)  TON = Tonga (Tonga Islands)  TPI = Tok Pisin  TSI = Tsimshian  TSN = Tswana  TSO = Tsonga  TUK = Turkmen  TUM = Tumbuka  TUR = Turkish  TVL = Tuvalua  TWI = Twi  TYV = Tuvinian  UDM = Udmurt  UIG = Uighur; Uyghur  UKR = Ukrainian  UMB = Umbundu  URD = Urdu  UZB = Uzbek  VAI = Vai  VEN = Venda  VIE = Vietnamese  VOT = Votic  WAL = Wolaitta; Wolaytta  WAR = Waray  WAS = Washo  WLN = Walloon  WOL = Wolof  XAL = Kalmyk; Oirat  XHO = Xhosa  YAO = Yao  YAP = Yapese  YID = Yiddish  YOR = Yoruba  ZAP = Zapotec  ZEN = Zenaga  ZGH = Standard Moroccan Tamazight  ZHA = Zhuang; Chuang  ZHO = Chinese  ZUL = Zulu  ZUN = Zuni  ZZA = Zaza; Dimili; Dimli; Kirdki; Kirmanjki; Zazaki  NI = No information  UN = Unknown OT = Other,Preferred spoken language of communication as expressed by the patient. New field in v4.
pcornet,v7.0,private_demographic,raw_pat_pref_language_spoken,NO,,,,NO,,,,Preferred spoken language of communication as expressed by the patient
pcornet,v7.0,private_demographic,org_patid,NO,,,,NO,,,,Corresponds to PATID in the originating CDM if receiving data from multiple managing organizations.
pcornet,v7.0,private_demographic,managing_org,NO,,,,NO,,,,Organization where record originated
pcornet,v7.0,private_demographic,mrn,NO,,,,NO,,,,Local Medical Record Number for the patient
pcornet,v7.0,private_demographic,pat_firstname,NO,,,,NO,,,,Given name of the patient.
pcornet,v7.0,private_demographic,pat_middlename,NO,,,,NO,,,,Middle name of the patient.
pcornet,v7.0,private_demographic,pat_lastname,NO,,,,NO,,,,Surname of the patient.
pcornet,v7.0,private_demographic,pat_maidenname,NO,,,,NO,,,,Surname or family name prior to marriage.
pcornet,v7.0,private_demographic,pat_ssn,NO,,,,NO,,,,Social Security Number (SSN; whole or part).
pcornet,v7.0,private_demographic,primary_email,NO,,,,NO,,,,Primary e-mail address for the patient.
pcornet,v7.0,private_demographic,primary_phone,NO,,,,NO,,,,Primary phone number for the patient (if known).
pcornet,v7.0,private_demographic,raw_pat_name,NO,,,,NO,,,,"Full name of the patient, as represented in the source."
