model,version,table,field,ref_table,ref_field,name
omop,v6.0,fact_relationship,domain_concept_id_2,concept,concept_id,fpk_fact_domain_2
omop,v6.0,fact_relationship,relationship_concept_id,concept,concept_id,fpk_fact_relationship
omop,v6.0,measurement,measurement_concept_id,concept,concept_id,fpk_measurement_concept
omop,v6.0,measurement,measurement_source_concept_id,concept,concept_id,fpk_measurement_concept_s
omop,v6.0,measurement,measurement_type_concept_id,concept,concept_id,fpk_measurement_type_concept
omop,v6.0,measurement,operator_concept_id,concept,concept_id,fpk_measurement_operator
omop,v6.0,measurement,person_id,person,person_id,fpk_measurement_person
omop,v6.0,measurement,provider_id,provider,provider_id,fpk_measurement_provider
omop,v6.0,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
omop,v6.0,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
omop,v6.0,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
omop,v6.0,measurement,visit_detail_id,visit_detail,visit_detail_id,fpk_measurement_visit
omop,v6.0,note,note_type_concept_id,concept,concept_id,fpk_note_type_concept
omop,v6.0,note,note_class_concept_id,concept,concept_id,fpk_note_class_concept
omop,v6.0,note,encoding_concept_id,concept,concept_id,fpk_note_encoding_concept
omop,v6.0,note,language_concept_id,concept,concept_id,fpk_note_language_concept
omop,v6.0,note,note_event_field_concept_id,concept,concept_id,fpk_note_event_concept
omop,v6.0,note,person_id,person,person_id,fpk_note_person
omop,v6.0,note,provider_id,provider,provider_id,fpk_note_provider
omop,v6.0,note,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_note_visit
omop,v6.0,note,visit_detail_id,visit_detail,visit_detail_id,fpk_note_detail
omop,v6.0,observation,observation_concept_id,concept,concept_id,fpk_observation_concept
omop,v6.0,observation,observation_source_concept_id,concept,concept_id,fpk_observation_concept_s
omop,v6.0,observation,observation_type_concept_id,concept,concept_id,fpk_observation_type_concept
omop,v6.0,observation,person_id,person,person_id,fpk_observation_person
omop,v6.0,observation,provider_id,provider,provider_id,fpk_observation_provider
omop,v6.0,observation,qualifier_concept_id,concept,concept_id,fpk_observation_qualifier
omop,v6.0,observation,unit_concept_id,concept,concept_id,fpk_observation_unit
omop,v6.0,observation,value_as_concept_id,concept,concept_id,fpk_observation_value
omop,v6.0,observation,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_observation_visit
omop,v6.0,observation,visit_detail_id,visit_detail,visit_detail_id,fpk_observation_detail
omop,v6.0,observation,obs_event_field_concept_id,concept,concept_id,fpk_observation_event
omop,v6.0,observation_period,period_type_concept_id,concept,concept_id,fpk_observation_period_concept
omop,v6.0,observation_period,person_id,person,person_id,fpk_observation_period_person
omop,v6.0,payer_plan_period,person_id,person,person_id,fpk_payer_plan_period
omop,v6.0,payer_plan_period,contact_person_id,person,person_id,fpk_payer_plan_period_contact
omop,v6.0,payer_plan_period,payer_concept_id,concept,concept_id,fpk_payer_plan_period_payer
omop,v6.0,payer_plan_period,payer_source_concept_id,concept,concept_id,fpk_payer_plan_period_payer_source
omop,v6.0,payer_plan_period,plan_source_concept_id,concept,concept_id,fpk_payer_plan_period_plan_source
omop,v6.0,payer_plan_period,plan_concept_id,concept,concept_id,fpk_payer_plan_period_plan
omop,v6.0,payer_plan_period,contract_source_concept_id,concept,concept_id,fpk_payer_plan_period_contract_source
omop,v6.0,payer_plan_period,contract_concept_id,concept,concept_id,fpk_payer_plan_period_contract
omop,v6.0,payer_plan_period,sponsor_source_concept_id,concept,concept_id,fpk_payer_plan_period_sponsor_source
omop,v6.0,payer_plan_period,sponsor_concept_id,concept,concept_id,fpk_payer_plan_period_sponsor
omop,v6.0,payer_plan_period,stop_reason_source_concept_id,concept,concept_id,fpk_payer_plan_period_stop_source
omop,v6.0,payer_plan_period,stop_reason_concept_id,concept,concept_id,fpk_payer_plan_period_stop
omop,v6.0,person,care_site_id,care_site,care_site_id,fpk_person_care_site
omop,v6.0,person,ethnicity_concept_id,concept,concept_id,fpk_person_ethnicity_concept
omop,v6.0,person,ethnicity_source_concept_id,concept,concept_id,fpk_person_ethnicity_concept_s
omop,v6.0,person,gender_concept_id,concept,concept_id,fpk_person_gender_concept
omop,v6.0,person,gender_source_concept_id,concept,concept_id,fpk_person_gender_concept_s
omop,v6.0,person,location_id,location,location_id,fpk_person_location
omop,v6.0,person,provider_id,provider,provider_id,fpk_person_provider
omop,v6.0,person,race_concept_id,concept,concept_id,fpk_person_race_concept
omop,v6.0,person,race_source_concept_id,concept,concept_id,fpk_person_race_concept_s
omop,v6.0,procedure_occurrence,modifier_concept_id,concept,concept_id,fpk_procedure_modifier
omop,v6.0,procedure_occurrence,person_id,person,person_id,fpk_procedure_person
omop,v6.0,procedure_occurrence,procedure_concept_id,concept,concept_id,fpk_procedure_concept
omop,v6.0,procedure_occurrence,procedure_source_concept_id,concept,concept_id,fpk_procedure_concept_s
omop,v6.0,procedure_occurrence,procedure_type_concept_id,concept,concept_id,fpk_procedure_type_concept
omop,v6.0,procedure_occurrence,provider_id,provider,provider_id,fpk_procedure_provider
omop,v6.0,procedure_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_procedure_visit
omop,v6.0,procedure_occurrence,visit_detail_id,visit_detail,visit_detail_id,fpk_procedure_detail
omop,v6.0,provider,care_site_id,care_site,care_site_id,fpk_provider_care_site
omop,v6.0,provider,gender_concept_id,concept,concept_id,fpk_provider_gender
omop,v6.0,provider,gender_source_concept_id,concept,concept_id,fpk_provider_gender_s
omop,v6.0,provider,specialty_concept_id,concept,concept_id,fpk_provider_specialty
omop,v6.0,provider,specialty_source_concept_id,concept,concept_id,fpk_provider_specialty_s
omop,v6.0,relationship,relationship_concept_id,concept,concept_id,fpk_relationship_concept
omop,v6.0,relationship,reverse_relationship_id,relationship,relationship_id,fpk_relationship_reverse
omop,v6.0,source_to_concept_map,source_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_1
omop,v6.0,source_to_concept_map,target_concept_id,concept,concept_id,fpk_source_to_concept_map_c_1
omop,v6.0,source_to_concept_map,target_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_2
omop,v6.0,specimen,anatomic_site_concept_id,concept,concept_id,fpk_specimen_site_concept
omop,v6.0,specimen,disease_status_concept_id,concept,concept_id,fpk_specimen_status_concept
omop,v6.0,specimen,person_id,person,person_id,fpk_specimen_person
omop,v6.0,specimen,specimen_concept_id,concept,concept_id,fpk_specimen_concept
omop,v6.0,specimen,specimen_type_concept_id,concept,concept_id,fpk_specimen_type_concept
omop,v6.0,specimen,unit_concept_id,concept,concept_id,fpk_specimen_unit_concept
omop,v6.0,cost,currency_concept_id,concept,concept_id,fpk_visit_cost_currency
omop,v6.0,cost,payer_plan_period_id,payer_plan_period,payer_plan_period_id,fpk_visit_cost_period
omop,v6.0,cost,cost_type_concept_id,concept,concept_id,fpk_concept_type_cost_id
omop,v6.0,cost,cost_concept_id,concept,concept_id,fpk_domain_cost_id
omop,v6.0,cost,cost_source_concept_id,concept,concept_id,fpk_domain_cost_source
omop,v6.0,cost,revenue_code_concept_id,concept,concept_id,fpk_rev_code_cost_id
omop,v6.0,cost,drg_concept_id,concept,concept_id,fpk_drg_cost_id
omop,v6.0,cost,cost_event_field_concept_id,concept,concept_id,fpk_drg_cost_event
omop,v6.0,visit_occurrence,care_site_id,care_site,care_site_id,fpk_visit_care_site
omop,v6.0,visit_occurrence,person_id,person,person_id,fpk_visit_person
omop,v6.0,visit_occurrence,provider_id,provider,provider_id,fpk_visit_provider
omop,v6.0,visit_occurrence,visit_concept_id,concept,concept_id,fpk_visit_concept
omop,v6.0,visit_occurrence,visit_source_concept_id,concept,concept_id,fpk_visit_concept_s
omop,v6.0,visit_occurrence,visit_type_concept_id,concept,concept_id,fpk_visit_type_concept
omop,v6.0,visit_occurrence,admitted_from_source_concept_id,concept,concept_id,fpk_visit_adm_src_concept
omop,v6.0,visit_occurrence,discharge_to_concept_id,concept,concept_id,fpk_visit_disch_concept
omop,v6.0,visit_occurrence,preceding_visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_preceding_visit
omop,v6.0,vocabulary,vocabulary_concept_id,concept,concept_id,fpk_vocabulary_concept
omop,v6.0,note_nlp,note_id,note,note_id,fpk_note_nlp_note
omop,v6.0,note_nlp,section_concept_id,concept,concept_id,fpk_note_nlp_section
omop,v6.0,note_nlp,note_nlp_concept_id,concept,concept_id,fpk_note_nlp_concept
omop,v6.0,visit_detail,visit_detail_concept_id,concept,concept_id,fpk_visit_detail_concept
omop,v6.0,visit_detail,visit_detail_type_concept_id,concept,concept_id,fpk_visit_detail_concept_type
omop,v6.0,visit_detail,visit_detail_source_concept_id,concept,concept_id,fpk_visit_detail_concept_source
omop,v6.0,visit_detail,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_detail_visit
omop,v6.0,visit_detail,visit_detail_parent_id,visit_occurrence,visit_occurrence_id,fpk_visit_detail_parent
omop,v6.0,visit_detail,preceding_visit_detail_id,visit_detail,visit_detail_id,fpk_visit_detail_preceding
omop,v6.0,survey_conduct,person_id,person,person_id,fpk_survey_conduct_person
omop,v6.0,survey_conduct,survey_concept_id,concept,concept_id,fpk_survey_conduct_concept
omop,v6.0,survey_conduct,assisted_concept_id,concept,concept_id,fpk_survey_conduct_assisted_concept
omop,v6.0,survey_conduct,respondent_type_concept_id,concept,concept_id,fpk_survey_conduct_resp_type_concept
omop,v6.0,survey_conduct,timing_concept_id,concept,concept_id,fpk_survey_conduct_timing_concept
omop,v6.0,survey_conduct,collection_method_concept_id,concept,concept_id,fpk_survey_conduct_coll_meth_concept
omop,v6.0,survey_conduct,validated_survey_concept_id,concept,concept_id,fpk_survey_conduct_validated_concept
omop,v6.0,survey_conduct,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_survey_conduct_visit
omop,v6.0,survey_conduct,response_visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_survey_conduct_resp_visit
