model,version,table,field,ref_table,ref_field,name
pedsnet,v2.3,measurement,person_id,person,person_id,fpk_measurement_person
pedsnet,v2.3,measurement,provider_id,provider,provider_id,fpk_measurement_provider
pedsnet,v2.3,measurement,priority_concept_id,concept,concept_id,fpk_measurement_priority
pedsnet,v2.3,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
pedsnet,v2.3,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
pedsnet,v2.3,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
pedsnet,v2.3,measurement,range_low_operator_concept_id,concept,concept_id,fpk_measurement_range_low_op
pedsnet,v2.3,measurement,range_high_operator_concept_id,concept,concept_id,fpk_measurement_range_high_op
pedsnet,v2.3,observation,observation_concept_id,concept,concept_id,fpk_observation_concept
pedsnet,v2.3,observation,observation_source_concept_id,concept,concept_id,fpk_observation_concept_s
pedsnet,v2.3,observation,observation_type_concept_id,concept,concept_id,fpk_observation_type_concept
pedsnet,v2.3,observation,person_id,person,person_id,fpk_observation_person
pedsnet,v2.3,observation,provider_id,provider,provider_id,fpk_observation_provider
pedsnet,v2.3,observation,qualifier_concept_id,concept,concept_id,fpk_observation_qualifier
pedsnet,v2.3,observation,unit_concept_id,concept,concept_id,fpk_observation_unit
pedsnet,v2.3,observation,value_as_concept_id,concept,concept_id,fpk_observation_value
pedsnet,v2.3,observation,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_observation_visit
pedsnet,v2.3,observation_period,period_type_concept_id,concept,concept_id,fpk_observation_period_concept
pedsnet,v2.3,observation_period,person_id,person,person_id,fpk_observation_period_person
pedsnet,v2.3,person,care_site_id,care_site,care_site_id,fpk_person_care_site
pedsnet,v2.3,person,ethnicity_concept_id,concept,concept_id,fpk_person_ethnicity_concept
pedsnet,v2.3,person,ethnicity_source_concept_id,concept,concept_id,fpk_person_ethnicity_concept_s
pedsnet,v2.3,person,gender_concept_id,concept,concept_id,fpk_person_gender_concept
pedsnet,v2.3,person,gender_source_concept_id,concept,concept_id,fpk_person_gender_concept_s
pedsnet,v2.3,person,location_id,location,location_id,fpk_person_location
pedsnet,v2.3,person,provider_id,provider,provider_id,fpk_person_provider
pedsnet,v2.3,person,race_concept_id,concept,concept_id,fpk_person_race_concept
pedsnet,v2.3,person,race_source_concept_id,concept,concept_id,fpk_person_race_concept_s
pedsnet,v2.3,person,language_concept_id,concept,concept_id,fpk_person_lang_concept
pedsnet,v2.3,person,language_source_concept_id,concept,concept_id,fpk_person_lang_concept_s
pedsnet,v2.3,procedure_occurrence,modifier_concept_id,concept,concept_id,fpk_procedure_modifier
pedsnet,v2.3,procedure_occurrence,person_id,person,person_id,fpk_procedure_person
pedsnet,v2.3,procedure_occurrence,procedure_concept_id,concept,concept_id,fpk_procedure_concept
pedsnet,v2.3,procedure_occurrence,procedure_source_concept_id,concept,concept_id,fpk_procedure_concept_s
pedsnet,v2.3,procedure_occurrence,procedure_type_concept_id,concept,concept_id,fpk_procedure_type_concept
pedsnet,v2.3,procedure_occurrence,provider_id,provider,provider_id,fpk_procedure_provider
pedsnet,v2.3,procedure_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_procedure_visit
pedsnet,v2.3,provider,care_site_id,care_site,care_site_id,fpk_provider_care_site
pedsnet,v2.3,provider,gender_concept_id,concept,concept_id,fpk_provider_gender
pedsnet,v2.3,provider,gender_source_concept_id,concept,concept_id,fpk_provider_gender_s
pedsnet,v2.3,provider,specialty_concept_id,concept,concept_id,fpk_provider_specialty
pedsnet,v2.3,provider,specialty_source_concept_id,concept,concept_id,fpk_provider_specialty_s
pedsnet,v2.3,relationship,relationship_concept_id,concept,concept_id,fpk_relationship_concept
pedsnet,v2.3,relationship,reverse_relationship_id,relationship,relationship_id,fpk_relationship_reverse
pedsnet,v2.3,source_to_concept_map,source_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_1
pedsnet,v2.3,source_to_concept_map,target_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_2
pedsnet,v2.3,source_to_concept_map,target_concept_id,concept,concept_id,fpk_source_to_concept_map_c_1
pedsnet,v2.3,visit_occurrence,care_site_id,care_site,care_site_id,fpk_visit_care_site
pedsnet,v2.3,visit_occurrence,person_id,person,person_id,fpk_visit_person
pedsnet,v2.3,visit_occurrence,provider_id,provider,provider_id,fpk_visit_provider
pedsnet,v2.3,visit_occurrence,visit_concept_id,concept,concept_id,fpk_visit_concept
pedsnet,v2.3,visit_occurrence,visit_source_concept_id,concept,concept_id,fpk_visit_concept_s
pedsnet,v2.3,visit_occurrence,visit_type_concept_id,concept,concept_id,fpk_visit_type_concept
pedsnet,v2.3,visit_payer,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_payer_visit
pedsnet,v2.3,vocabulary,vocabulary_concept_id,concept,concept_id,fpk_vocabulary_concept
pedsnet,v2.3,measurement_organism,organism_concept_id,concept,concept_id,fpk_meas_org_concept
pedsnet,v2.3,measurement_organism,measurement_id,measurement,measurement_id,fpk_meas_org_meas
pedsnet,v2.3,measurement_organism,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_meas_org_visit
pedsnet,v2.3,measurement_organism,person_id,person,person_id,fpk_meas_org_person
