TABLE_NAME,FIELD_NAME,REQUIRED,REF_TABLE,REF_FIELD,DATA_TYPE,DATA_FORMAT,REPLICATED,UNIT_OF_MEASURE,VALUE_SET,VALUE_DESCRIPTION,DEFINITION
ENROLLMENT,ENR_START_DATE,YES,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,"Date of the beginning of the enrollment period. If the exact date is unknown, use the first day of the month.

For implementation of the CDM, a long span of longitudinal data is desirable; however, especially for historical data more than a decade old, the appropriate beginning date should be determined by the partner’s knowledge of the validity and usability of the data. More specific guidance can be provided through implementation discussions."
ENROLLMENT,ENR_END_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,"Date of the end of the enrollment period. If the exact date is unknown, use the last day of the month."
ENROLLMENT,CHART,NO,,,TEXT(1),,NO,,Y;N,"Y = Yes
N = No","Chart abstraction flag is intended to answer the question, ""Are you able to request (or review) charts for this person?"" This flag does not address chart availability. Mark as ""Yes"" if there are no contractual or other restrictions between you and the individual (or sponsor) that would prohibit you from requesting any chart for this member.

Note: This field is most relevant for health insurers that can request charts from affiliated providers. This field allows exclusion of patients from studies that require chart review to validate exposures and/or outcomes. It identifies patients for whom charts are never available and for whom the chart can never be requested."
ENROLLMENT,ENR_BASIS,YES,,,TEXT(1),,NO,,I;G;A;E,"I = Insurance
G = Geography
A = Algorithmic
E = Encounter-based","When insurance information is not available but complete capture can be asserted some other way, please identify the basis on which complete capture is defined. Additional information on the approach identified will be required from each partner.

ENR_BASIS is a property of the time period defined. A patient can have multiple entries in the table.

Details of categorical definitions:
Insurance: The start and stop dates are based upon the concept of enrollment with health plan insurance

Geography: An assertion of complete data capture between the start and end dates based upon geographic characteristics, such as regional isolation

Algorithmic: An assertion of complete data capture between the start and end dates, based on a locally developed or applied algorithm, often using multiple criteria 

Encounter-based: The start and stop dates are populated from the earliest-observed encounter and latest-observed encounter."
ENCOUNTER,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier used to link across tables.
ENCOUNTER,ENCOUNTERID,YES,,,TEXT(x),,NO,,,,"Arbitrary encounter-level identifier. Used to link across tables, including the ENCOUNTER, DIAGNOSIS, and PROCEDURE tables."
ENCOUNTER,ADMIT_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Encounter or admission date.
ENCOUNTER,ADMIT_TIME,NO,,,TEXT(5),HH:MI (24-hour clock and zero padding),NO,TIME,,,Encounter or admission time.
ENCOUNTER,DISCHARGE_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Discharge date. Should be populated for all Inpatient Hospital Stay (IP) and Non-Acute Institutional Stay (IS) encounter types. May be populated for Emergency Department (ED) encounter types. Should be missing for ambulatory visit (AV or OA) encounter types.
ENCOUNTER,DISCHARGE_TIME,NO,,,TEXT(5),HH:MI (24-hour clock and zero padding),NO,TIME,,,Discharge time.
ENCOUNTER,PROVIDERID,NO,,,TEXT(x),,NO,,,,"Provider code for the provider who is most responsible for this encounter. For encounters with multiple providers choose one so the encounter can be linked to the diagnosis and procedure tables. As with the PATID, the provider code is a pseudoidentifier with a consistent crosswalk to the real identifier."
ENCOUNTER,FACILITY_LOCATION,NO,,,TEXT(3),,NO,,,,Geographic location (3 digit zip code). Should be left blank if not recorded in source system.
ENCOUNTER,ENC_TYPE,NO,,,TEXT(2),,NO,,AV;ED;EI;IP;IS;OA;NI;UN;OT,"AV = Ambulatory Visit
ED = Emergency Department
EI = Emergency Department Admit to Inpatient Hospital Stay (permissible substitution)
IP = Inpatient Hospital Stay
IS = Non-Acute Institutional Stay
OA = Other Ambulatory Visit
NI = No information
UN = Unknown
OT = Other","Encounter type.

Details of categorical definitions:
Ambulatory Visit: Includes visits at outpatient clinics, physician offices, same day/ambulatory surgery centers, urgent care facilities, and other same-day ambulatory hospital encounters, but excludes emergency department encounters.

Emergency Department (ED): Includes ED encounters that become inpatient stays (in which case inpatient stays would be a separate encounter). Excludes urgent care visits. ED claims should be pulled before hospitalization claims to ensure that ED with subsequent admission won't be rolled up in the hospital event.

Emergency Department Admit to Inpatient Hospital Stay: Permissible substitution for preferred state of separate ED and IP records. Only for use with data sources where the individual records for ED and IP cannot be distinguished (new to v2.0).

Inpatient Hospital Stay: Includes all inpatient stays, including: same-day hospital discharges, hospital transfers, and acute hospital care where the discharge is after the admission date.

Non-Acute Institutional Stay: Includes hospice, skilled nursing facility (SNF), rehab center, nursing home, residential, overnight non-hospital dialysis and other non-hospital stays.

Other Ambulatory Visit: Includes other non-overnight AV encounters such as hospice visits, home health visits, skilled nursing facility visits, other non-hospital visits, as well as telemedicine, telephone and email consultations. May also include ""lab only"" visits (when a lab is ordered outside of a patient visit), ""pharmacy only"" (e.g., when a patient has a refill ordered without a face-to-face visit), ""imaging only"", etc."
ENCOUNTER,FACILITYID,NO,,,TEXT(x),,NO,,,,"Arbitrary local facility code that identifies the hospital or clinic. Used for chart abstraction and validation.

FACILITYID can be a true identifier, or a pseudoidentifier with a consistent crosswalk to the true identifier retained by the source Data Partner."
ENCOUNTER,DISCHARGE_DISPOSITION,NO,,,TEXT(2),,NO,,A;E;NI;UN;OT,"A = Discharged alive
E = Expired
NI = No information
UN = Unknown
OT = Other",Vital status at discharge. Should be populated for Inpatient Hospital Stay (IP) and Non-Acute Institutional Stay (IS) encounter types. May be populated for Emergency Department (ED) encounter types. Should be missing for ambulatory visit (AV or OA) encounter types.
ENCOUNTER,DISCHARGE_STATUS,NO,,,TEXT(2),,NO,,AF;AL;AM;AW;EX;HH;HO;HS;IP;NH;RH;RS;SH;SN;NI;UN;OT,"AF = Adult Foster Home
AL = Assisted Living Facility
AM = Against Medical Advice
AW = Absent without leave
EX = Expired
HH = Home Health
HO = Home / Self Care
HS = Hospice
IP = Other Acute Inpatient Hospital
NH = Nursing Home (Includes ICF)
RH = Rehabilitation Facility
RS = Residential Facility
SH = Still In Hospital
SN = Skilled Nursing Facility
NI = No information
UN = Unknown
OT = Other",Discharge status. Should be populated for Inpatient Hospital Stay (IP) and Non-Acute Institutional Stay (IS) encounter types. May be populated for Emergency Department (ED) encounter types. Should be missing for ambulatory visit (AV or OA) encounter types.
ENCOUNTER,DRG,NO,,,TEXT(3),,NO,,,,"3-digit Diagnosis Related Group (DRG). Should be populated for IP and IS encounter types. May be populated for ED encounter types. Should be missing for AV or OA encounters. Use leading zeroes for codes less than 100.

The DRG is used for reimbursement for inpatient encounters. It is a Medicare requirement that combines diagnoses into clinical concepts for billing. Frequently used in observational data analyses."
ENCOUNTER,DRG_TYPE,NO,,,TEXT(2),,NO,,01;02;NI;UN;OT,"01 = CMS-DRG (old system)
02 = MS-DRG (current system)
NI = No information
UN = Unknown
OT = Other",DRG code version. MS-DRG (current system) began on 10/1/2007. Should be populated for IP and IS encounter types. May be populated for ED encounter types. Should be missing for AV or OA encounters.
ENCOUNTER,ADMITTING_SOURCE,NO,,,TEXT(2),,NO,,AF;AL;AV;ED;HH;HO;HS;IP;NH;RH;RS;SN;NI;UN;OT,"AF = Adult Foster Home
AL = Assisted Living Facility
AV = Ambulatory Visit
ED = Emergency Department
HH = Home Health
HO = Home / Self Care
HS = Hospice
IP = Other Acute Inpatient Hospital
NH = Nursing Home (Includes ICF)
RH = Rehabilitation Facility
RS = Residential Facility
SN = Skilled Nursing Facility
NI = No information
UN = Unknown
OT = Other",Admitting source. Should be populated for Inpatient Hospital Stay (IP) and Non-Acute Institutional Stay (IS) encounter types. May be populated for Emergency Department (ED) encounter types. Should be missing for ambulatory visit (AV or OA) encounter types.
ENCOUNTER,RAW_SITEID,NO,,,TEXT(x),,NO,,,,"This field is new to v2.0.

Optional field for locally-defined identifier intended for local use; for example, where a network may have multiple sites contributing to a central data repository.

This attribute may be sensitive in certain contexts; the intent is for internal network use only, and not to enable site quality comparisons."
ENCOUNTER,RAW_ENC_TYPE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
ENCOUNTER,RAW_DISCHARGE_DISPOSITION,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
ENCOUNTER,RAW_DISCHARGE_STATUS,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
ENCOUNTER,RAW_DRG_TYPE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
ENCOUNTER,RAW_ADMITTING_SOURCE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
DIAGNOSIS,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier. Used to link across tables.
DIAGNOSIS,ENCOUNTERID,YES,ENCOUNTER,ENCOUNTERID,TEXT(x),,NO,,,,Arbitrary encounter-level identifier. Used to link across tables.
DIAGNOSIS,ENC_TYPE,NO,,,TEXT(2),,YES,,AV;ED;EI;IP;IS;OA;NI;UN;OT,"AV = Ambulatory Visit
ED = Emergency Department
EI=Emergency Department Admit to Inpatient Hospital Stay (permissible substitution)
IP = Inpatient Hospital Stay
IS = Non-Acute Institutional Stay
OA = Other Ambulatory Visit
NI = No information
UN = Unknown
OT = Other",Please note: This is a field replicated from the ENCOUNTER table. See the ENCOUNTER table for definitions. 
DIAGNOSIS,ADMIT_DATE,NO,,,TEXT(10),YYYY-MM-DD,YES,DATE,,,Please note: This is a field replicated from the ENCOUNTER table. See the ENCOUNTER table for definitions. 
DIAGNOSIS,PROVIDERID,NO,,,TEXT(x),,YES,,,,Please note: This is a field replicated from the ENCOUNTER table. See the ENCOUNTER table for definitions. 
DIAGNOSIS,DX,YES,,,TEXT(18),,NO,,,,"Diagnosis code. 

Leading zeroes and different levels of decimal precision are permissible in this field. Please populate the exact textual value of this diagnosis code, but remove source-specific suffixes and prefixes. Other codes should be listed as recorded in the source data."
DIAGNOSIS,DX_TYPE,YES,,,TEXT(2),,NO,,09;10;11;SM;NI;UN;OT,"09 = ICD-9-CM
10 = ICD-10-CM
11 = ICD-11-CM
SM = SNOMED CT
NI = No information
UN = Unknown
OT = Other","Diagnosis code type. 

We provide values for ICD and SNOMED code types. Other code types will be added as new terminologies are more widely used.

Please note: The “Other” category is meant to identify internal use ontologies and codes."
DIAGNOSIS,DX_SOURCE,YES,,,TEXT(2),,NO,,AD;DI;FI;IN;NI;UN;OT,"AD = Admitting
DI = Discharge
FI = Final
IN = Interim
NI = No information
UN = Unknown
OT = Other","Classification of diagnosis source. We include these categories to allow some flexibility in implementation. The context is to capture available diagnoses recorded during a specific encounter. It is not necessary to populate interim diagnoses unless readily available.

Ambulatory encounters would generally be expected to have a source of “Final.”"
DIAGNOSIS,PDX,NO,,,TEXT(2),,NO,,P;S;X;NI;UN;OT,"P = Principal
S = Secondary
X = Unable to Classify
NI = No information
UN = Unknown
OT = Other","Principal discharge diagnosis flag. Relevant only on IP and IS encounters. 

For ED, AV, and OA encounter types, mark as X = Unable to Classify. (Billing systems do not require a primary diagnosis for ambulatory visits (eg, professional services))

One principal diagnosis is expected, although in some instances more than one diagnosis may be flagged as principal."
DIAGNOSIS,RAW_DX,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
DIAGNOSIS,RAW_DX_TYPE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
DIAGNOSIS,RAW_DX_SOURCE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
DIAGNOSIS,RAW_PDX,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
PROCEDURE,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier. Used to link across tables.
PROCEDURE,ENCOUNTERID,YES,ENCOUNTER,ENCOUNTERID,TEXT(x),,NO,,,,Arbitrary encounter-level identifier. Used to link across tables.
PROCEDURE,ENC_TYPE,NO,,,TEXT(2),,YES,,AV;ED;EI;IP;IS;OA;NI;UN;OT,"AV = Ambulatory Visit
ED = Emergency Department
EI=Emergency Department Admit to Inpatient Hospital Stay (permissible substitution)
IP = Inpatient Hospital Stay
IS = Non-Acute Institutional Stay
OA = Other Ambulatory Visit
NI = No information
UN = Unknown
OT = Other",Please note: This is a field replicated from the ENCOUNTER table. See ENCOUNTER table for definitions.
PROCEDURE,ADMIT_DATE,NO,,,TEXT(10),YYYY-MM-DD,YES,DATE,,,Please note: This is a field replicated from the ENCOUNTER table. See ENCOUNTER table for definitions.
PROCEDURE,PROVIDERID,NO,,,TEXT(x),,YES,,,,Please note: This is a field replicated from the ENCOUNTER table. See ENCOUNTER table for definitions.
PROCEDURE,PX_DATE,YES,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,"New to v2.0.

Date the procedure was performed."
PROCEDURE,PX,YES,,,TEXT(11),,NO,,,,Procedure code.
PROCEDURE,PX_TYPE,YES,,,TEXT(2),,NO,,09;10;11;C2;C3;C4;H3;HC;LC;ND;RE;NI;UN;OT,"09 = ICD-9-CM
10 = ICD-10-PCS
11 = ICD-11-PCS
C2 = CPT Category II
C3 = CPT Category III
C4 = CPT-4 (i.e., HCPCS Level I)
H3 = HCPCS Level III
HC = HCPCS (i.e., HCPCS Level II)
LC = LOINC
ND = NDC
RE = Revenue
NI = No information
UN = Unknown
OT = Other","Procedure code type.

We include a number of code types for flexibility, but the basic requirement that the code refer to a medical procedure remains.

Revenue codes are a standard concept in Medicare billing and can be useful for defining care settings. If those codes are available they can be included.

Medications administered by clinicians can be captured in billing data and Electronic Health Records (EHRs) as HCPCS procedure codes. Administration (infusion) of chemotherapy is an example. 

We are now seeing NDCs captured as part of procedures because payers are demanding it for payment authorization. Inclusion of this code type enables those data partners that capture the NDC along with the procedure to include the data.

Please note: The “Other” category is meant to identify internal use ontologies and codes."
PROCEDURE,PX_SOURCE,NO,,,TEXT(x),,NO,,OD;BI;CL;NI;UN;OT,"OD=Order
BI=Billing
CL=Claim
NI=No information
UN=Unknown
OT=Other","New to v2.0.

Source of the procedure information.

Order and billing pertain to internal healthcare processes and data sources. Claim pertains to data from the bill fulfillment, generally data sources held by insurers and other health plans."
PROCEDURE,RAW_PX,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
PROCEDURE,RAW_PX_TYPE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
VITAL,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier. Used to link across tables.
VITAL,ENCOUNTERID,NO,ENCOUNTER,ENCOUNTERID,TEXT(x),,NO,,,,Arbitrary encounter-level identifier. This is an optional relationship; the ENCOUNTERID should be present if the vitals were measured as part of healthcare delivery.
VITAL,MEASURE_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Date of vitals measure.
VITAL,MEASURE_TIME,NO,,,TEXT(5),HH:MI (24-hour clock and zero padding),NO,TIME,,,Time of vitals measure.
VITAL,VITAL_SOURCE,NO,,,TEXT(2),,NO,,PR;PD;HC;HD;NI;UN;OT,"PR = Patient-reported
PD=Patient device direct feed
HC = Healthcare delivery setting
HD=Healthcare device direct feed
NI = No information
UN = Unknown
OT = Other","Please note: The “Patient-reported” category can include reporting by patient’s family or guardian.

v2.0 amendment: The new categorical value of PD and HD have been added.

v2.0 guidance added: If unknown whether data are received directly from a device feed, use the more general context (such as patient-reported, healthcare delivery setting, or registry)."
VITAL,HT,NO,,,NUMBER(8),,NO,INCH,,,"Height (in inches) measured by standing. Only populated if measure was taken on this date. If missing, leave blank. Decimal precision is permissible."
VITAL,WT,NO,,,NUMBER(8),,NO,POUND,,,"Weight (in pounds). Only populated if measure was taken on this date. If missing, leave blank. Decimal precision is permissible."
VITAL,DIASTOLIC,NO,,,NUMBER(4),,NO,MMHG,,,"Diastolic blood pressure (in mmHg). Only populated if measure was taken on this date. If missing, leave blank."
VITAL,SYSTOLIC,NO,,,NUMBER(4),,NO,MMHG,,,"Systolic blood pressure (in mmHg). Only populated if measure was taken on this date. If missing, leave blank."
VITAL,ORIGINAL_BMI,NO,,,NUMBER(8),,NO,,,,"BMI if calculated in the source system.

Important: Please do not calculate BMI during CDM implementation. This field should only reflect originating source system calculations, if height and weight are not stored in the source."
VITAL,BP_POSITION,NO,,,TEXT(2),,NO,,01;02;03;NI;UN;OT,"01 = Sitting
02 = Standing
03 = Supine
NI = No information
UN = Unknown
OT = Other",Position for orthostatic blood pressure. Leave blank if blood pressure was not measured.
VITAL,TOBACCO,NO,,,TEXT(2),,NO,,01;02;03;04;05;06;07;08;NI;UN;OT,"01=Current every day smoker
02=Current some day smoker
03=Former smoker
04=Never smoker
05=Smoker, current status unknown
06=Unknown if ever smoked
07=Heavy tobacco smoker
08=Light tobacco smoker
NI=No information
UN=Unknown
OT=Other","This field is new to v2.0.

Guidance: The values of “Heavy tobacco smoker” and “Light tobacco smoker” will be assumed to imply a smoking status of current."
VITAL,TOBACCO_TYPE,NO,,,TEXT(2),,NO,,"01;02;03;04;NI;UN;OT
","01=Cigarettes only
02=Other tobacco only
03=Cigarettes and other tobacco
04=None
NI=No information
UN=Unknown
OT=Other","This field is new to v2.0.

Type(s) of tobacco used."
VITAL,RAW_DIASTOLIC,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to formatting into the PCORnet CDM."
VITAL,RAW_SYSTOLIC,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to formatting into the PCORnet CDM."
VITAL,RAW_BP_POSITION,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
VITAL,RAW_TOBACCO,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set. New to v2.0."
VITAL,RAW_TOBACCO_TYPE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set. New to v2.0."
DISPENSING,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier. Used to link across tables.
DISPENSING,DISPENSE_DATE,YES,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Dispensing date (as close as possible to date the person received the dispensing).
DISPENSING,NDC,YES,,,TEXT(11),,NO,,,,"National Drug Code in the 11-digit, no-dash, HIPAA format. 

Please expunge any place holders (such as dashes or extra digits).

If needed, guidance on normalization for other forms of NDC can be found: http://www.nlm.nih.gov/research/umls/rxnorm/docs/2012/rxnorm_doco_full_2012-1.html (see section 6)"
DISPENSING,DISPENSE_SUP,NO,,,NUMBER(4),,NO,DAYS,,,"Days supply. Number of days that the medication supports based on the number of doses as reported by the pharmacist. This amount is typically found on the dispensing record. Integer values are expected.

Important: Please do not calculate during CDM implementation. This field should only reflect originating source system calculations."
DISPENSING,DISPENSE_AMT,NO,,,NUMBER(4),,NO,UNITS,,,"Number of units (pills, tablets, vials) dispensed. Net amount per NDC per dispensing. This amount is typically found on the dispensing record. Positive values are expected.

Important: Please do not calculate during CDM implementation. This field should only reflect originating source system calculations.
"
DISPENSING,RAW_NDC,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
LAB_RESULT_CM ,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier. Used to link across tables.
LAB_RESULT_CM ,ENCOUNTERID,NO,ENCOUNTER,ENCOUNTERID,TEXT(x),,NO,,,,"Arbitrary encounter-level identifier used to link across tables. This is an optional field, and should only be populated if the lab was collected as part of a healthcare encounter."
LAB_RESULT_CM ,LAB_NAME,NO,,,TEXT(10),,NO,,A1C;CK;CK_MB;CK_MBI;CREATININE;HGB;LDL;INR;TROP_I;TROP_T_QL;TROP_T_QN,"A1C=Hemoglobin A1c
CK=Creatine kinase total
CK_MB=Creatine kinase MB
CK_MBI=Creatine kinase MB/creatine kinase total
CREATININE=Creatinine
HGB=Hemoglobin
LDL=Low-density lipoprotein
INR=International normalized ratio
TROP_I=Troponin I cardiac
TROP_T_QL=Troponin T cardiac (qualitative)
TROP_T_QN=Troponin T cardiac (quantitative)","Laboratory result common measure, a categorical identification for the type of test, which is harmonized across all contributing data partners.

Please note that it is possible for more than one LOINC code, CPT code, and/or local code to be associated with one LAB_NAME."
LAB_RESULT_CM ,SPECIMEN_SOURCE,NO,,,TEXT(10),,NO,,BLOOD;CSF;PLASMA;PPP;SERUM;SR_PLS;URINE;NI;UN;OT,"BLOOD=blood
CSF=cerebrospinal fluid
PLASMA=plasma
PPP=platelet poor plasma
SERUM=serum
SR_PLS=serum/plasma
URINE=urine
NI=No information
UN=Unknown
OT=Other",Specimen source. All records will have a specimen source; some tests have several possible values for SPECIMEN_SOURCE. Please see the reference tables for additional details.
LAB_RESULT_CM ,LAB_LOINC,NO,,,TEXT(10),,NO,,,,"Logical Observation Identifiers, Names, and Codes (LOINC) from the Regenstrief Institute. Results with local versions of LOINC codes (e.g., LOINC candidate codes) should be included in the RAW_ table field, but the LOINC variable should be set to missing. Current LOINC codes are from 3-7 characters long but Regenstrief suggests a length of 10 for future growth. The last digit of the LOINC code is a check digit and is always preceded by a hyphen. All parts of the LOINC code, including the hyphen, must be included. Do not pad the LOINC code with leading zeros. 

Please see the LOINC reference table for known LOINC codes for each LAB_NAME.
"
LAB_RESULT_CM ,PRIORITY,NO,,,TEXT(2),,NO,,E;R;S;NI;UN;OT,"E=Expedite
R=Routine
S=Stat
NI=No information
UN=Unknown
OT=Other",Immediacy of test. The intent of this variable is to determine whether the test was obtained as part of routine care or as an emergent/urgent diagnostic test (designated as Stat or Expedite).
LAB_RESULT_CM ,RESULT_LOC,NO,,,TEXT(2),,NO,,L;P;NI;UN;OT,"L=Lab
P=Point of Care
NI=No information
UN=Unknown
OT=Other","Location of the test result. Point of Care locations may include anticoagulation clinic, newborn nursery, finger stick in provider office, or home. The default value is ‘L’ unless the result is Point of Care. There should not be any missing values."
LAB_RESULT_CM ,LAB_PX,NO,,,TEXT(11),,NO,,,,"Optional variable for local and standard procedure codes, used to identify the originating order for the lab test."
LAB_RESULT_CM ,LAB_PX_TYPE,NO,,,TEXT(2),,NO,,09;10;11;C2;C3;C4;H3;HC;LC;ND;RE;NI;UN;OT,"09=ICD-9-CM
10=ICD-10-PCS
11=ICD-11-PCS
C2=CPT Category II
C3=CPT Category III
C4=CPT-4 (i.e., HCPCS Level I)
H3=HCPCS Level III
HC=HCPCS (i.e., HCPCS Level II)
LC=LOINC
ND=NDC
RE=Revenue
NI=No information
UN=Unknown
OT=Other","Procedure code type, if applicable."
LAB_RESULT_CM ,LAB_ORDER_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Date test was ordered.
LAB_RESULT_CM ,SPECIMEN_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Date specimen was collected.
LAB_RESULT_CM ,SPECIMEN_TIME,NO,,,TEXT(5),HH:MI (24-hour clock and zero padding),NO,TIME,,,Time specimen was collected.
LAB_RESULT_CM ,RESULT_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Result date.
LAB_RESULT_CM ,RESULT_TIME,NO,,,TEXT(5),HH:MI (24-hour clock and zero padding),NO,TIME,,,Result time.
LAB_RESULT_CM ,RESULT_QUAL,NO,,,TEXT(12),,NO,,"BORDERLINE;POSITIVE;NEGATIVE;UNDETERMINED;NI=No information;UN=Unknown;OT=Other
","BORDERLINE
POSITIVE
NEGATIVE
UNDETERMINED
NI=No information
UN=Unknown
OT=Other",Standardized result for qualitative results. This variable should be NI for quantitative results. Please see the reference tables for additional details and information on acceptable values for each qualitative LAB_NAME.
LAB_RESULT_CM ,RESULT_NUM,NO,,,NUMBER(8),,NO,,,,Standardized/converted result for quantitative results. This variable should be left blank for qualitative results. Please see the reference tables for additional details.
LAB_RESULT_CM ,RESULT_MODIFIER,NO,,,TEXT(2),,NO,,EQ;GE;GT;LE;LT;TX;NI;UN;OT,"EQ=Equal
GE=Greater than or equal to
GT=Greater than
LE=Less than or equal to
LT=Less than
TX=Text
NI=No information
UN=Unknown
OT=Other","Modifier for result values. Any symbols in the RAW_RESULT value should be reflected in the RESULT_MODIFIER variable. 

For example, if the original source data value is ""<=200"" then RAW_RESULT=200 and RESULT_MODIFIER=LE. If the original source data value is text then RESULT_MODIFIER=TX. If the original source data value is a numeric value then RESULT_MODIFIER=EQ."
