model,version,table,field,ref_table,ref_field,name
pedsnet,v5.6,observation_period,person_id,person,person_id,fpk_observation_period_person
pedsnet,v5.6,person,care_site_id,care_site,care_site_id,fpk_person_care_site
pedsnet,v5.6,person,ethnicity_concept_id,concept,concept_id,fpk_person_ethnicity_concept
pedsnet,v5.6,person,ethnicity_source_concept_id,concept,concept_id,fpk_person_ethnicity_concept_s
pedsnet,v5.6,person,gender_concept_id,concept,concept_id,fpk_person_gender_concept
pedsnet,v5.6,person,gender_source_concept_id,concept,concept_id,fpk_person_gender_concept_s
pedsnet,v5.6,person,location_id,location,location_id,fpk_person_location
pedsnet,v5.6,person,provider_id,provider,provider_id,fpk_person_provider
pedsnet,v5.6,person,race_concept_id,concept,concept_id,fpk_person_race_concept
pedsnet,v5.6,person,race_source_concept_id,concept,concept_id,fpk_person_race_concept_s
pedsnet,v5.6,person,language_concept_id,concept,concept_id,fpk_person_lang_concept
pedsnet,v5.6,person,language_source_concept_id,concept,concept_id,fpk_person_lang_concept_s
pedsnet,v5.6,procedure_occurrence,modifier_concept_id,concept,concept_id,fpk_procedure_modifier
pedsnet,v5.6,procedure_occurrence,person_id,person,person_id,fpk_procedure_person
pedsnet,v5.6,procedure_occurrence,procedure_concept_id,concept,concept_id,fpk_procedure_concept
pedsnet,v5.6,procedure_occurrence,procedure_source_concept_id,concept,concept_id,fpk_procedure_concept_s
pedsnet,v5.6,procedure_occurrence,procedure_type_concept_id,concept,concept_id,fpk_procedure_type_concept
pedsnet,v5.6,procedure_occurrence,provider_id,provider,provider_id,fpk_procedure_provider
pedsnet,v5.6,procedure_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_procedure_visit
pedsnet,v5.6,provider,care_site_id,care_site,care_site_id,fpk_provider_care_site
pedsnet,v5.6,provider,gender_concept_id,concept,concept_id,fpk_provider_gender
pedsnet,v5.6,provider,gender_source_concept_id,concept,concept_id,fpk_provider_gender_s
pedsnet,v5.6,provider,specialty_concept_id,concept,concept_id,fpk_provider_specialty_concept
pedsnet,v5.6,relationship,relationship_concept_id,concept,concept_id,fpk_relationship_concept
pedsnet,v5.6,relationship,reverse_relationship_id,relationship,relationship_id,fpk_relationship_reverse
pedsnet,v5.6,source_to_concept_map,source_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_1
pedsnet,v5.6,source_to_concept_map,target_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_2
pedsnet,v5.6,source_to_concept_map,target_concept_id,concept,concept_id,fpk_source_to_concept_map_c_1
pedsnet,v5.6,visit_occurrence,care_site_id,care_site,care_site_id,fpk_visit_care_site
pedsnet,v5.6,visit_occurrence,person_id,person,person_id,fpk_visit_person
pedsnet,v5.6,visit_occurrence,provider_id,provider,provider_id,fpk_visit_provider
pedsnet,v5.6,visit_occurrence,visit_concept_id,concept,concept_id,fpk_visit_concept
pedsnet,v5.6,visit_occurrence,visit_source_concept_id,concept,concept_id,fpk_visit_concept_s
pedsnet,v5.6,visit_occurrence,visit_type_concept_id,concept,concept_id,fpk_visit_type_concept
pedsnet,v5.6,visit_occurrence,admitted_from_concept_id,concept,concept_id,fpk_adm_src_concept
pedsnet,v5.6,visit_occurrence,discharged_to_concept_id,concept,concept_id,fpk_disch_concept
pedsnet,v5.6,visit_occurrence,preceding_visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_visit
pedsnet,v5.6,visit_payer,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_visit_payer_visit
pedsnet,v5.6,visit_payer,visit_payer_type_concept_id,concept,concept_id,fpk_visit_payer_concept
pedsnet,v5.6,vocabulary,vocabulary_concept_id,concept,concept_id,fpk_vocabulary_concept
pedsnet,v5.6,measurement_organism,organism_concept_id,concept,concept_id,fpk_meas_org_concept
pedsnet,v5.6,measurement_organism,measurement_id,measurement,measurement_id,fpk_meas_org_meas
pedsnet,v5.6,measurement_organism,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_meas_org_visit
pedsnet,v5.6,measurement_organism,person_id,person,person_id,fpk_meas_org_person
pedsnet,v5.6,adt_occurrence,service_concept_id,concept,concept_id,fpk_adt_ser_concept
pedsnet,v5.6,adt_occurrence,adt_type_concept_id,concept,concept_id,fpk_adt_type_concept
pedsnet,v5.6,adt_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_adt_occ_visit
pedsnet,v5.6,adt_occurrence,person_id,person,person_id,fpk_adt_occ_person
pedsnet,v5.6,adt_occurrence,care_site_id,care_site,care_site_id,fpk_adt_occ_caresite
pedsnet,v5.6,drug_era,drug_concept_id,concept,concept_id,fpk_drug_era_d_concept
pedsnet,v5.6,drug_era,person_id,person,person_id,fpk_drug_era_person
pedsnet,v5.6,dose_era,person_id,person,person_id,fpk_dose_era_person
pedsnet,v5.6,dose_era,drug_concept_id,concept,concept_id,fpk_dose_era_d_concept
pedsnet,v5.6,dose_era,unit_concept_id,concept,concept_id,fpk_dose_era_u_concept
pedsnet,v5.6,condition_era,condition_concept_id,concept,concept_id,fpk_cond_era_c_concept
pedsnet,v5.6,condition_era,person_id,person,person_id,fpk_cond_era_person
pedsnet,v5.6,immunization,imm_dose_unit_concept_id,concept,concept_id,fpk_imm_dose_unit_concept
pedsnet,v5.6,immunization,immunization_concept_id,concept,concept_id,fpk_imm_concept
pedsnet,v5.6,immunization,immunization_source_concept_id,concept,concept_id,fpk_imm_concept_s
pedsnet,v5.6,immunization,person_id,person,person_id,fpk_imm_person
pedsnet,v5.6,immunization,provider_id,provider,provider_id,fpk_imm_provider
pedsnet,v5.6,immunization,imm_route_concept_id,concept,concept_id,fpk_imm_route_concept
pedsnet,v5.6,immunization,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_imm_visit
pedsnet,v5.6,immunization,procedure_occurrence_id,procedure_occurrence,procedure_occurrence_id,fpk_imm_procedure
pedsnet,v5.6,immunization,immunization_type_concept_id,concept,concept_id,fpk_imm_type_concept
pedsnet,v5.6,immunization,imm_body_site_concept_id,concept,concept_id,fpk_imm_body_site_concept
pedsnet,v5.6,device_exposure,device_concept_id,concept,concept_id,fpk_device_concept
pedsnet,v5.6,device_exposure,device_source_concept_id,concept,concept_id,fpk_source_device_concept
pedsnet,v5.6,device_exposure,provider_id,provider,provider_id,fpk_device_provider
pedsnet,v5.6,device_exposure,person_id,person,person_id,fpk_device_person
pedsnet,v5.6,device_exposure,device_type_concept_id,concept,concept_id,fpk_device_type_concept
pedsnet,v5.6,device_exposure,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_device_visit
pedsnet,v5.6,device_exposure,placement_concept_id,concept,concept_id,fpk_device_placement_concept
pedsnet,v5.6,device_exposure,unit_concept_id,concept,concept_id,fpk_device_unit
pedsnet,v5.6,device_exposure,unit_source_concept_id,concept,concept_id,fpk_device_src_unit
pedsnet,v5.6,location_history,location_id,location,location_id,fpk_loc_hist_location
pedsnet,v5.6,location_history,entity_id,person,person_id,fpk_loc_hist_person
pedsnet,v5.6,location_history,relationship_type_concept_id,concept,concept_id,fpk_loc_hist_type
pedsnet,v5.6,location_history,location_preferred_concept_id,concept,concept_id,fpk_loc_hist_pref
pedsnet,v5.6,hash_token,person_id,person,person_id,fpk_hash_token_person
pedsnet,v5.6,lab_site_mapping,pedsnet_concept_id,concept,concept_id,fpk_pedsnet_concept
pedsnet,v5.6,lab_site_mapping,site_measurement_concept_id,concept,concept_id,fpk_site_measurement_concept
pedsnet,v5.6,location,country_concept_id,concept,concept_id,fpk_location_country_concept
pedsnet,v5.6,specialty,specialty_concept_id,concept,concept_id,fpk_specialty_spec_concept
pedsnet,v5.6,specialty,entity_type_concept_id,concept,concept_id,fpk_specialty_entity_type
pedsnet,v5.6,location_fips,location_id,location,location_id,fpk_fips_location
pedsnet,v5.6,cohort_definition,definition_type_concept_id,concept,concept_id,fpk_def_type
pedsnet,v5.6,cohort_definition,subject_concept_id,concept,concept_id,fpk_subject
pedsnet,v5.6,cohort,cohort_definition_id,cohort_definition,cohort_definition_id,fpk_cohort_def_def
pedsnet,v5.6,cohort,subject_id,person,person_id,fpk_cohort_subject
